;AAPL UW Equity;AXP UN Equity;BA UN Equity;CAT UN Equity;CSCO UW Equity;CVX UN Equity;DIS UN Equity;DWDP UN Equity;GE UN Equity;GS UN Equity;HD UN Equity;IBM UN Equity;INTC UW Equity;JNJ UN Equity;JPM UN Equity;KO UN Equity;MCD UN Equity;MMM UN Equity;MRK UN Equity;MSFT UW Equity;NKE UN Equity;PFE UN Equity;PG UN Equity;TRV UN Equity;UNH UN Equity;UTX UN Equity;V UN Equity;VZ UN Equity;WMT UN Equity;XOM UN Equity;INDU Index
30/12/2013;79.2171;89.59;135.92;90.87;22.25;124.23;76.23;44.6;27.89;175.73;81.94;186.41;25.85;92.3;57.95;41.09;97.01;139.42;49.94;37.29;39.37;30.69;82;90.28;74.78;112.73;55.2275;49.15;78.63;100.31;16504.29
31/12/2013;80.1586;90.73;136.49;90.81;22.45;124.91;76.4;44.4;28.03;177.26;82.34;187.57;25.96;91.59;58.48;41.31;97.03;140.25;50.05;37.43;39.32;30.63;81.41;90.54;75.3;113.8;55.67;49.14;78.69;101.2;16576.66
01/01/2014;80.1586;90.73;136.49;90.81;22.45;124.91;76.4;44.4;28.03;177.26;82.34;187.57;25.96;91.59;58.48;41.31;97.03;140.25;50.05;37.43;39.32;30.63;81.41;90.54;75.3;113.8;55.67;49.14;78.69;101.2;16576.66
02/01/2014;79.0186;89.45;136.67;89.87;22;124.14;76.27;43.87;27.5;176.89;82.02;185.53;25.79;91.03;58.21;40.66;96.41;138.13;49.49;37.16;39.12;30.46;80.54;89.33;74.57;112.49;55.2525;49;78.91;99.75;16441.35
03/01/2014;77.2829;89.74;137.62;89.82;21.98;124.35;76.11;43.67;27.48;178.15;81.89;186.64;25.78;91.85;58.66;40.46;96.54;138.45;49.73;36.91;39.015;30.52;80.45;89.16;75.1;112.9;55.29;48.42;78.65;99.51;16469.99
06/01/2014;77.7043;89.7;138.41;88.64;22.01;124.02;75.82;43.59;27.26;179.37;81.1;186;25.46;92.33;59;40.27;95.85;137.63;49.74;36.16;38.715;30.55;80.64;88.92;74.24;112.79;54.9575;48.69;78.21;99.66;16425.1
07/01/2014;77.1614;89.36;140.51;88.93;22.31;125.07;76.34;43.11;27.29;178.29;81.5;189.71;25.59;94.29;58.32;40.39;96.38;137.65;50.11;36.41;38.745;30.74;81.42;88.4;76.51;113.51;55.3775;49.3;78.45;101.07;16530.94
08/01/2014;77.6371;89.41;140.82;89.14;22.3;123.29;75.22;43.16;27.21;178.44;81.93;187.97;25.43;94.16;58.87;39.94;95.41;136.63;49.79;35.76;38.545;30.95;80.24;87.58;75.62;113.65;55.555;48.5;77.83;100.74;16462.74
09/01/2014;76.6386;88.88;142.13;89.71;22.09;123.29;74.9;42.6;27.22;177.4;81.57;187.38;25.31;94.73;58.76;39.73;95.46;136.45;49.52;35.53;38.545;30.93;80.42;87.68;76.08;113.71;55.4775;47.5;78.09;99.76;16444.76
10/01/2014;76.1343;88.55;141.9;90.51;22.21;121.01;75.39;42.71;26.96;178.39;82.01;187.26;25.53;94.74;58.49;40.13;95.8;136.18;49.88;36.04;38.46;30.69;80.3;87.49;74.7;113.83;55.2825;47.75;78.04;100.52;16437.05
13/01/2014;76.5329;86.99;140.7;89.89;22.19;119.25;73.27;41.89;26.73;175.88;80.97;184.16;25.5;94.5;57.7;39.53;94.83;134.68;53.12;34.99;37.59;30.54;80.01;86.34;73.94;112.8;54.725;47.03;77.49;98.55;16257.94
14/01/2014;78.0557;87.12;140.01;90.56;22.41;119.57;74.45;42.65;26.97;176.6;81.01;185.92;26.51;94.72;57.74;39.69;95.22;137.41;53;35.78;37.585;31;80.87;87.45;74.02;112.63;55.6625;47.08;77.96;99.12;16373.86
15/01/2014;79.6243;88.25;140.62;92.41;22.78;119.18;74.28;43.05;27.34;178.75;81.07;187.74;26.67;94.8;59.49;39.76;95.46;138.44;52.52;36.76;37.715;31.18;80.79;87.88;74.84;114.07;55.94;48.27;77.66;98.78;16481.94
16/01/2014;79.1786;87.78;140.21;92.01;22.78;118.83;74.21;43.09;27.2;175.17;81.26;188.76;26.54;94.64;58.99;39.71;96.06;138.16;52.5;36.89;37.395;31.17;80.56;87.24;72.76;114.22;55.4425;48.53;76.76;98.94;16417.01
17/01/2014;77.2286;90.97;140.46;91.44;22.74;119.29;73.98;43.07;26.58;176.28;81;190.09;25.85;95.06;58.11;39.28;94.93;137.31;51.95;36.38;36.695;31.09;79.88;86.47;72.52;114.21;58.045;48.35;76.19;99.16;16458.56
20/01/2014;77.2286;90.97;140.46;91.44;22.74;119.29;73.98;43.07;26.58;176.28;81;190.09;25.85;95.06;58.11;39.28;94.93;137.31;51.95;36.38;36.695;31.09;79.88;86.47;72.52;114.21;58.045;48.35;76.19;99.16;16458.56
21/01/2014;78.4386;90.59;141.67;90.6;22.83;120.36;74.2;45.93;26.29;173.2;80.46;188.43;25.59;94.03;58.17;39.92;95.08;136.99;51.83;36.17;36.875;31.23;80.18;85;73.16;114.99;57.9825;47.7;75.84;98.5;16414.44
22/01/2014;78.7871;91.13;144.37;89.64;22.84;120.43;75.31;45.68;25.99;173.68;80.2;182.25;25.31;94.32;57.59;39.9;94.88;136.48;51.35;35.93;36.75;31.27;79.23;84.56;73.4;116.12;58.2475;47.33;75.35;97.88;16373.34
23/01/2014;79.4543;89.17;141.31;88.48;22.56;118.39;74.79;44.72;25.82;170.75;80.24;182.73;25.13;92.74;56.47;39.24;95.32;134.71;51.6;36.055;36.365;31.01;78.24;83.07;73.2;114.84;57.0625;47.86;74.96;96.97;16197.35
24/01/2014;78.01;86.95;136.65;86.17;22.2;116.29;72.72;43.41;24.95;167.64;79.16;179.64;24.81;90.61;55.09;38.84;94.43;130.22;51.98;36.81;35.825;30.09;79.18;81.61;71.6;111.8;55.3125;47.63;74.42;94.85;15879.11
27/01/2014;78.6429;85.72;137.36;91.29;22;116.43;72.25;43.1;25.07;164.69;78.94;177.9;24.72;89.94;55.09;38.73;94.07;128.96;52.53;36.03;35.95;29.66;78.47;82.29;71.65;113.79;54.055;47.69;74.15;94.92;15837.88
28/01/2014;72.4214;86.64;137.09;92.47;21.75;116.84;72.88;43.06;25.46;166.25;78.54;176.85;24.9;90.1;55.74;38.87;94.18;129.81;52.87;36.27;36.355;30.42;79.11;83.1;71.71;113.86;55.24;47.36;74.67;95.65;15928.56
29/01/2014;71.51;85.55;129.78;90.62;21.65;116;71.33;44.73;25.29;163.9;76.68;176.4;24.68;88.9;55.53;37.9;93.15;130.25;52.21;36.66;35.885;30.11;77.64;82.21;71.26;113.27;54.28;47.69;74.1;95.11;15738.79
30/01/2014;71.3486;86.62;126.53;93.2;21.98;116.45;73.22;45.31;25.5;165.84;76.93;177.36;24.74;89.5;56;38.17;93.8;128.05;53.51;36.87;36.97;30.82;76.87;82.36;72.8;114.68;55.22;47.63;74.75;93.99;15848.61
31/01/2014;71.5143;85.02;125.26;93.91;21.91;111.63;72.61;45.51;25.13;164.12;76.85;176.68;24.54;88.47;55.36;37.82;94.17;128.19;52.97;37.85;36.425;30.4;76.62;81.28;72.28;114.02;53.8575;48.02;74.68;92.16;15698.85
03/02/2014;71.6471;82.86;123.08;92.42;21.55;111.14;69.99;44.69;24.35;159.82;75.09;172.9;23.95;86.78;54.31;37.2;93.02;123.9;52.08;36.48;35.44;30.6;75.7;80.26;70.74;110.16;53.3675;46.41;72.66;90.05;15372.8
04/02/2014;72.6843;84;122.04;92.5;21.8;110.83;71.05;44.96;24.57;161.76;74.97;172.84;23.82;86.62;54.95;37.48;93.09;126.72;53.51;36.35;35.255;31.44;76.09;80.35;70.51;109.1;53.635;46.82;72.73;90.02;15445.24
05/02/2014;73.2271;83.72;121.4;91.96;21.98;109.52;71.76;44.85;24.52;160.42;75.26;174.24;23.52;87.28;55.21;37.61;93.58;127.36;53.53;35.82;35.3;30.65;76.45;80.44;70.82;107.91;53.9025;46.69;72.87;89.58;15440.23
06/02/2014;73.2157;85.69;122.67;93.83;22.49;111.27;75.56;45.59;24.95;161.75;76.16;174.67;23.99;88.75;56.48;38.03;94.94;128.9;53.77;36.18;35.755;30.84;76.9;80.69;70.87;109.45;54.7525;46.68;72.82;89.8;15628.53
07/02/2014;74.2786;87;127.02;94.87;22.68;112.05;75.67;45.6;25.19;161.93;76.45;177.25;24.21;90.04;56.62;37.95;95.92;130.33;54.77;36.58;36.345;31.22;77.31;80.88;71.36;110.73;55.445;46.81;73.75;90.58;15794.08
10/02/2014;75.57;88.34;127.16;94.5;22.83;111.69;77.06;45.84;25.05;161;76.41;177.14;24.29;91.07;56.74;38.57;94.86;129.7;54.89;36.8;36.335;31.47;78.03;82.35;69.74;111.6;55.1375;46.91;73.76;89.52;15801.79
11/02/2014;76.5657;88.58;130.16;94.96;22.71;113.58;77.79;46.84;25.43;164.39;76.7;179.7;24.47;92.97;57.43;38.64;95.34;130.98;55.7;37.2;36.99;31.88;78.84;83.21;70.62;112.96;55.5825;47.21;74.8;90.84;15994.77
12/02/2014;76.56;89.02;128.13;96.17;22.85;112.03;77.91;46.37;25.39;163.5;77.28;180.24;24.55;92.42;57.52;38.51;94.89;130.44;55;37.47;37.055;31.61;77.49;82.26;70.24;112.78;56.0425;47.37;74.96;91.08;15963.94
13/02/2014;77.7757;88.9;129.5;96.11;22.27;112.51;77.9;46.3;25.44;164.06;77.59;181.84;24.7;92.56;58.03;38.65;95.46;130.14;55.1;37.61;37.435;31.7;77.8;82.88;71.21;113.3;56.0125;47.31;75.36;91.43;16027.59
14/02/2014;77.7129;89;130.16;96.55;22.56;113.48;79.23;46.71;25.74;163.72;77.93;183.69;24.755;92.76;58.15;38.93;95.78;132.12;55.44;37.62;37.535;31.94;79.4;84.02;73.52;113.87;56.5;46.51;75.79;94.11;16154.39
17/02/2014;77.7129;89;130.16;96.55;22.56;113.48;79.23;46.71;25.74;163.72;77.93;183.69;24.755;92.76;58.15;38.93;95.78;132.12;55.44;37.62;37.535;31.94;79.4;84.02;73.52;113.87;56.5;46.51;75.79;94.11;16154.39
18/02/2014;77.9986;89.02;130.63;96.56;22.41;112.71;79.58;46.78;25.65;164.65;77.57;183.19;24.76;92.17;58.49;37.47;96.02;131.8;55.69;37.42;37.605;31.88;77.97;84.37;73.83;113.74;56.515;45.98;75.33;94.07;16130.4
19/02/2014;76.7671;88.84;128.39;96.21;22.28;113.6;78.87;46.44;25.4;163.26;76.45;182.95;24.5;91.64;57.26;37.1;95.55;130.56;55.04;37.51;37.41;31.48;78.14;84.01;73.55;114.04;55.97;46.53;74.85;93.95;16040.56
20/02/2014;75.8786;89.01;129.56;96.92;22.3;114.6;79.19;47.14;25.12;164.5;77.48;184.26;24.74;92.38;57.58;37.3;95.75;131.56;55.81;37.75;37.79;31.55;77.92;83.81;73.48;115.05;55.865;48.12;73.52;95.37;16133.23
21/02/2014;75.0357;88.75;128.28;97.5;22.13;112.68;80.13;46.96;24.94;164.5;77.74;182.79;24.42;91.52;57.61;37.18;96.45;131.57;56.03;37.98;38.24;31.46;77.97;83.79;73.81;115.38;55.84;47.27;73.12;95.03;16103.3
24/02/2014;75.3643;89.92;129.59;97.32;22.12;114.15;80.73;46.95;25.29;166.54;77.87;183.45;24.63;91.11;58.03;37.5;96.5;132.2;56.18;37.69;38.92;31.99;77.86;83.44;76.01;116.49;56.5475;46.23;73.35;96.44;16207.14
25/02/2014;74.58;89.91;126.78;96.41;21.84;114.97;80.21;47.22;25.27;163.48;80.98;183.23;24.62;91.11;57.03;37.77;96.62;132.93;55.91;37.54;39.055;31.89;78.12;83.34;75.32;115.89;56.7775;46.29;73.35;96.31;16179.66
26/02/2014;73.9071;89.73;126.61;97.2;21.93;115.51;80.08;47.83;25.3;162.8;81.7;184.06;24.8;91.11;56.75;37.87;95.89;132.86;56.27;37.47;39.21;31.99;77.86;83.43;76.06;116.11;56.5275;46.35;74.78;95.79;16198.41
27/02/2014;75.3814;90.29;128.56;96.7;21.92;115.69;80.48;48.51;25.5;165.38;81.97;185.27;24.76;91.36;56.69;38.07;95.08;134.34;56.66;37.86;39.01;32.23;78.19;83.85;76.02;116.61;56.57;47.5;74.56;95.84;16272.65
28/02/2014;75.1771;91.28;128.92;96.97;21.8;115.33;80.81;48.71;25.47;166.45;82.03;185.17;24.76;92.12;56.82;38.2;95.15;134.73;56.99;38.31;39.15;32.11;78.66;83.84;77.27;117.02;56.485;47.58;74.7;96.27;16321.71
03/03/2014;75.3943;89.97;128.22;96.31;21.57;114.84;79.46;48.44;25.12;164.74;82;184.26;24.5;91.56;56.21;38.12;94.32;132.21;56.42;37.78;38.695;31.98;77.48;83.18;77.1;116.76;55.36;47.31;74.12;95.5;16168.03
04/03/2014;75.8914;92.61;130.23;97.02;21.82;115.32;81.71;49.46;25.65;168.73;82.87;186.44;24.61;93.34;57.26;38.31;94.98;132.68;57.06;38.41;39.31;32.69;78.45;84.11;78.13;117.59;56.375;47.9;75.13;96.52;16395.88
05/03/2014;76.0514;92.14;128.79;96.37;21.87;114.43;82.68;49.91;25.93;171.9;82.91;187.14;24.5;92.59;58.16;38.35;95.02;133.85;56.88;38.11;38.71;32.75;77.82;84.37;77.99;117.41;55.7025;47.38;74.8;93.8;16360.18
06/03/2014;75.8214;93.52;128.86;97.6;21.82;114.85;83.34;49.78;26.22;172.6;82.41;187.64;24.63;92.89;58.9;38.47;95.58;134.08;57.26;38.14;39.11;32.46;78.06;84.4;77.64;117.76;55.965;47.46;74.88;93.76;16421.89
07/03/2014;75.7771;93.86;128.54;97.05;21.73;115.08;82.21;49.51;26.13;174.26;82.55;187.68;24.64;93.32;59.4;38.55;95.5;134.11;57.47;37.9;39.73;32.43;78.38;83.93;77.4;118.31;56.39;47.15;74.58;94.99;16452.72
10/03/2014;75.8457;93.7;126.89;96.75;21.69;115.84;81.97;49.83;26.04;173.51;82.18;186.39;24.84;93.45;59.2;38.65;95.2;133.56;57.32;37.82;39.49;32.39;78.53;83.78;77.88;117.77;56.375;47.03;74.43;95.5;16418.68
11/03/2014;76.5843;93.2;125.67;96.84;21.61;114.51;81.05;49.26;25.9;169.89;81.29;186.76;24.73;93.49;58.19;38.8;98.78;132.51;56.69;38.02;39.4;32.42;78.95;83.58;77.78;115.64;56.795;46.7;74.92;94.01;16351.25
12/03/2014;76.6586;92.9;124.43;96.82;21.82;115.65;81.38;49.03;25.76;169.72;80.56;186.22;24.76;93.6;57.92;38.47;98.71;132.57;56.81;38.27;39.485;31.98;79.24;83.43;77.6;115.81;56.525;46.36;75.53;94.21;16340.08
13/03/2014;75.8071;90.69;121.89;95.61;21.52;114.45;79.93;48.74;25.34;166.7;78.8;183.9;24.56;93;57.42;37.97;97.37;130.81;55.79;37.89;39.265;31.12;79.19;82.59;77.01;112.89;55.195;46.03;74.93;93.64;16108.89
14/03/2014;74.9529;90.17;123.11;95.39;21.35;114.1;80.07;48.65;25.11;165.35;79.38;182.21;24.5;92.81;56.8;38.17;97.58;129.83;55.7;37.7;39.16;31.23;78.98;82.66;75.7;112.6;55.1925;46.08;74.28;93.47;16065.67
17/03/2014;75.2486;91.26;125.42;95.67;21.51;115.07;81.39;49;25.43;166.84;79.58;185.81;24.7;93.93;57.58;38.27;97.6;132.27;56.26;38.05;39.49;31.42;79.84;83.54;76.76;114.41;55.945;46.31;74.68;94.32;16247.22
18/03/2014;75.9143;91.59;124.04;96.41;21.63;116.24;81.99;49.67;25.65;168.09;79.82;186.81;24.825;93.94;58.06;38.4;97.31;132.74;56.36;39.56;39.82;31.93;79.77;83.95;78;114.68;56.6025;46.7;74.77;94.71;16336.19
19/03/2014;75.8943;90.73;122.24;96.04;21.63;115.2;80.52;49.61;25.28;168.18;79.75;184.71;25.02;93.59;58.3;38.14;96.1;131.23;55.99;39.27;39.575;31.71;78.78;83.2;79.96;114.01;55.955;46.36;74.38;93.73;16222.17
20/03/2014;75.5286;91.69;123.73;96.21;21.83;115.51;80.81;50.24;25.27;169.22;80.09;187.9;25.425;94.12;60.11;38.45;96.6;132.43;55.59;40.33;39.635;31.91;78.32;83.23;81.53;113.77;55.455;47.21;75.38;94.58;16331.05
21/03/2014;76.1243;91.52;122.58;97.39;21.64;115.63;80.35;50.21;25.4;166.95;80.42;186.67;25.17;95.93;60.17;38.44;95.47;133.12;54.66;40.16;37.605;32.18;77.88;83.78;81.34;114.57;55.8425;46.91;76.1;94.31;16302.77
24/03/2014;77.0143;91.01;123.42;96.85;21.57;115.85;79.49;50.16;25.41;165.72;79.66;188.25;25.12;95.2;61.07;38.4;96.18;132.42;53.78;40.49;37.43;31.49;79.3;83.86;81.28;113.75;55.1875;47.01;76.76;94.64;16276.69
25/03/2014;77.8557;90.84;124.02;98.59;22.34;117.09;79.55;50.64;25.7;163.25;79.47;195.04;25.46;97.38;60.93;38.62;95.91;134.06;55.19;40.34;36.825;31.82;79.81;84.03;81.1;115.2;54.6;47.22;76.87;94.91;16367.88
26/03/2014;77.1114;89.66;123.53;97.8;22.32;117.71;78.62;49.43;25.62;161.73;78.87;192.62;25.37;97.05;59.9;38.61;95.84;133.09;56.02;39.79;36.61;32.18;79.5;83.43;81.54;114.58;53.92;47.01;76.23;94.7;16268.99
27/03/2014;76.78;89.99;123.21;98.45;22.02;117.67;78.48;47.99;25.81;162.29;78.68;189.83;25.31;97.28;59.92;38.82;96.16;132.84;55.73;39.36;36.66;32.1;79.65;83.49;81.02;113.8;53.9425;47.69;76.14;96.24;16264.23
28/03/2014;76.6943;90.46;124.46;99.39;22.33;118.5;78.99;48.2;25.88;162.3;78.72;190.45;25.62;97.44;60.04;38.95;97.24;134.2;55.98;40.3;36.77;31.88;79.76;83.99;81.62;114.81;53.0225;47.42;76.01;97.7;16323.06
31/03/2014;76.6771;90.03;125.49;99.37;22.41;118.91;80.07;48.59;25.89;163.85;79.13;192.49;25.81;98.23;60.71;38.66;98.03;135.66;56.77;40.99;36.93;32.12;80.6;85.1;81.99;116.84;53.965;47.57;76.43;97.68;16457.66
01/04/2014;77.3914;91.17;128.21;99.81;23.1;119;81.57;49.71;25.87;165.92;79.38;194.5;25.99;97.94;60.67;38.41;97.9;136.53;56.37;41.42;37.195;31.95;80.34;84.39;81.84;117.92;53.675;47.75;76.77;97.73;16532.61
02/04/2014;77.5071;90.4;128.31;102.63;22.99;119.35;81.67;49.9;26.04;167.27;79.95;193.55;25.89;98.23;60.48;38.33;97.59;136;56.46;41.35;37.27;32.29;80.13;84.65;81.61;119.87;53.665;47.82;77.18;97.95;16573
03/04/2014;76.97;90.98;128.78;102.55;23.09;119.04;81.69;49.56;26.23;166.09;79.4;192.69;26.41;98.26;60.66;38.07;97.66;136.14;56.21;41.01;36.995;32.4;80.1;84.98;82.25;119.77;53.7525;48.12;77.46;97.93;16572.55
04/04/2014;75.9743;89.17;127.38;102.17;22.71;118.8;80.43;48.69;26.02;163.24;78.72;191.77;26.16;98.42;59.81;38.22;97.87;135.86;56.12;39.87;36.42;32.16;79.77;85.2;81.53;118.18;51.925;48.04;77.31;97.36;16412.71
07/04/2014;74.7814;86.6;125.59;101.11;22.85;117.34;79.13;47.93;25.85;158.56;77.13;194.52;26.48;97.89;59;38.62;97.01;134.4;55.19;39.82;35.415;31.2;80.49;85;81.08;116.18;50.8525;48.12;77.31;96.78;16245.87
08/04/2014;74.7771;86.49;124.15;102.39;22.94;117.8;79.57;48.07;25.75;156.56;77.11;193.29;26.91;98.06;58.85;38.9;98.08;134.84;55.04;39.82;36.46;30.87;81.35;84.73;80.66;115.77;50.6475;48.21;78.18;97.45;16256.14
09/04/2014;75.7571;88.72;126.88;102.99;23.12;119.1;80.47;48.97;25.95;158.16;77.76;196.64;26.98;98.95;59.27;38.99;98.35;135.84;57.1;40.47;36.78;31.23;81.49;85.82;81.39;117.04;51.885;47.98;77.97;97.33;16437.18
10/04/2014;74.7829;85.36;123.64;102.26;22.65;116.69;77.51;47.7;25.58;155.98;76.78;195.68;26.42;96.54;57.4;38.89;99.43;133.97;55.85;39.36;36.225;30.61;81.09;84.99;79.99;114.56;50.3875;47.47;76.89;96.78;16170.22
11/04/2014;74.23;84.54;122.07;101.45;22.46;117.03;77.01;46.95;25.43;152.72;75.7;195.19;26.17;96.87;55.3;38.63;99.29;132.39;55.92;39.19;35.625;29.86;80.76;85.3;78.95;113.93;49.1575;47.07;76.5;96.72;16026.75
14/04/2014;74.5257;85.5;123.25;102.78;22.84;118.7;77.62;47.5;25.71;154.74;75.97;197.77;26.56;97.14;54.96;38.73;100.11;133.15;55.57;39.18;36.19;29.87;80.81;85.5;79.18;114.94;50.2525;47.27;77.38;97.86;16173.24
15/04/2014;73.9929;86.04;124.27;102.5;22.89;120.3;77.66;47.57;25.82;154.92;75.89;197.02;26.77;99.2;54.8;40.18;100.83;134.09;56.05;39.75;36.14;29.89;80.84;85.89;79.51;115.84;51.0125;46.92;76.88;98.68;16262.56
